Record_ID,Record_Date,Academic_Year,School,School_Type,City,Student_ID,Student_First_Name,Student_Last_Name,Student_Full_Name,Age,Grade_Level,Department,Teacher,Grade_Score,Grade_Category,Presence_Rate_Pct,Absence_Days,Late_Arrivals,Students_Per_Computer,Classroom_Size,Library_Books,Lab_Equipment_Score,Internet_Quality,Playground_Quality,Budget_Per_Student,Teaching_Materials_Budget,Infrastructure_Budget,Extra_Curricular_Budget,Student_Teacher_Ratio,Graduation_Rate_Pct,University_Admission_Rate_Pct,Parent_Satisfaction_Score,Student_Satisfaction_Score,Participates_Sports,Participates_Arts,Participates_Clubs
EDU000479,2023-02-06,2021-2022,Lycée Marie Curie,Public,Dallas,STU61287,Jean,Martin,Jean Martin,13,3ème,Sciences,Antoine Michel,10.0,Moyen (D),87.4,5,9,5,28,8462,52,Mauvais,Mauvais,2572,33515,51896,17969,29.4,71,62,66,54,Non,Non,Non
EDU000480,2026-03-18,2024-2025,Lycée Marie Curie,Public,Montpellier,STU64571,Maxime,Petit,Maxime Petit,13,3ème,Sciences,Arthur Girard,9.6,Insuffisant (E),90.8,19,13,5,23,5241,73,Moyen,Moyen,2329,13397,106879,17516,11.3,84,63,86,65,Oui,Non,Oui
EDU000481,2023-10-25,2023-2024,Lycée Thomas Edison,Public,London,STU85657,Jules,Simon,Jules Simon,17,Terminale,Biologie,Thomas Leroy,17.9,Excellent (A),94.5,18,7,5,39,8766,92,Bon,Mauvais,2724,6271,92171,18743,27.6,82,59,80,55,Non,Non,Non
EDU000482,2022-11-01,2023-2024,Lycée Jean Jaurès,Privé,Phoenix,STU46203,Maxime,Dupont,Maxime Dupont,15,1ère,Informatique,Sophie Martin,12.2,Bien (C),75.1,11,15,5,24,9937,60,Mauvais,Moyen,2996,18111,59334,5944,15.9,71,52,93,82,Non,Oui,Non
EDU000483,2020-10-15,2026-2027,Lycée Nelson Mandela,Privé,Birmingham,STU36770,Antoine,Leroy,Antoine Leroy,12,5ème,Mathématiques,Michel Dupont,14.8,Très bien (B),77.0,14,4,4,40,13518,75,Bon,Mauvais,2086,12061,81710,16940,15.5,92,78,89,68,Oui,Oui,Non
EDU000484,2024-04-30,2020-2021,Lycée Victor Hugo,Public,Toulouse,STU58342,Jules,Bertrand,Jules Bertrand,12,5ème,Musique,Lena Fournier,12.3,Bien (C),85.9,10,12,2,30,2131,81,Moyen,Moyen,961,38535,24643,6321,19.9,72,48,69,56,Oui,Oui,Oui
EDU000485,2021-07-30,2022-2023,Lycée Thomas Edison,Public,Los Angeles,STU19119,Louis,Simon,Louis Simon,14,3ème,Philosophie,Sophie Martin,13.2,Bien (C),91.0,12,4,5,22,7791,68,Bon,Excellent,1868,19902,72721,3851,22.9,87,41,63,64,Non,Oui,Oui
EDU000486,2022-05-19,2021-2022,Lycée Albert Einstein,Privé,Glasgow,STU75612,Adam,Robert,Adam Robert,13,4ème,Arts,Arthur Girard,15.2,Très bien (B),94.1,15,0,4,37,3226,42,Bon,Excellent,1655,20040,138834,2234,17.0,72,77,83,82,Oui,Non,Oui
EDU000487,2023-10-28,2020-2021,Lycée Marie Curie,Public,San Diego,STU59060,Camille,Vincent,Camille Vincent,15,2nde,Histoire-Géographie,Thomas Leroy,15.5,Très bien (B),81.4,6,10,3,32,4904,81,Moyen,Mauvais,918,34199,144166,15293,14.1,73,42,84,56,Oui,Oui,Non
EDU000488,2024-01-26,2021-2022,Lycée Montesquieu,Privé,Manchester,STU17126,Hugo,David,Hugo David,17,1ère,Langues,Raphael Francois,17.6,Excellent (A),80.4,0,9,1,26,6928,95,Moyen,Bon,2846,30465,95815,17003,29.7,89,50,91,80,Non,Oui,Oui
EDU000489,2021-01-06,2020-2021,Lycée Victor Schoelcher,Public,Toulouse,STU11469,Raphael,Bernard,Raphael Bernard,12,4ème,Sciences,Lucas Mercier,11.8,Moyen (D),89.2,5,3,1,31,8055,81,Bon,Mauvais,2327,9987,83394,15680,23.1,79,42,67,69,Oui,Non,Non
EDU000490,2021-01-03,2025-2026,Lycée Albert Einstein,Privé,Toulouse,STU72456,Rose,Legrand,Rose Legrand,11,5ème,Français,Jean Bernard,15.2,Très bien (B),86.4,18,8,3,20,19455,70,Excellent,Bon,1682,9270,114212,14367,10.6,85,67,89,76,Oui,Oui,Oui
EDU000491,2023-10-26,2026-2027,Lycée Jean Moulin,Public,Marseille,STU72805,Anna,Moreau,Anna Moreau,12,5ème,Mathématiques,Anna Roux,11.1,Moyen (D),80.9,14,0,1,38,15265,75,Mauvais,Bon,993,23777,105429,4897,22.0,84,70,94,60,Non,Non,Oui
EDU000492,2024-07-22,2025-2026,Lycée Thomas Edison,Public,Leeds,STU86049,Louis,Richard,Louis Richard,14,3ème,Sport,Camille Garcia,15.7,Très bien (B),78.7,15,13,3,33,3832,78,Moyen,Bon,2163,28505,132304,16770,25.1,97,83,70,52,Non,Oui,Non
EDU000493,2022-06-16,2026-2027,Lycée Voltaire,Privé,London,STU85195,Adam,Lambert,Adam Lambert,11,5ème,Musique,Felix Vincent,13.3,Bien (C),97.0,16,1,5,23,19856,40,Moyen,Bon,1728,49827,97791,18029,12.3,93,63,95,75,Non,Oui,Non
EDU000494,2021-11-10,2025-2026,Lycée Montesquieu,Privé,Houston,STU94397,Nicolas,Girard,Nicolas Girard,13,3ème,Musique,Felix Vincent,17.6,Excellent (A),75.0,16,3,4,24,3366,84,Moyen,Bon,2463,24848,64852,19759,22.8,96,52,61,51,Oui,Non,Oui
EDU000495,2021-06-20,2026-2027,Lycée Albert Einstein,Privé,Nantes,STU69323,Marie,Leroy,Marie Leroy,11,6ème,Informatique,Anna Roux,12.0,Bien (C),92.4,9,10,4,31,7830,59,Mauvais,Mauvais,971,49506,138800,3032,20.0,81,41,76,80,Non,Oui,Non
EDU000496,2024-08-08,2024-2025,Lycée Montesquieu,Privé,Dallas,STU13581,Arthur,Bertrand,Arthur Bertrand,13,3ème,Sport,Jean Bernard,12.7,Bien (C),88.6,2,7,1,34,13446,87,Moyen,Bon,2722,7250,94639,12151,21.1,92,68,73,89,Non,Oui,Oui
EDU000497,2020-12-25,2024-2025,Lycée Jean Moulin,Public,Nice,STU68252,David,Roux,David Roux,12,6ème,Histoire-Géographie,Lucas Mercier,10.7,Moyen (D),89.1,17,1,3,38,4855,84,Mauvais,Bon,2650,24227,52662,3304,15.8,80,67,67,59,Oui,Oui,Non
EDU000498,2025-01-04,2020-2021,Lycée Alexandre Dumas,Public,Montpellier,STU95704,Lena,Mercier,Lena Mercier,12,5ème,Mathématiques,Emma Laurent,9.7,Insuffisant (E),92.1,15,7,4,23,4327,50,Bon,Bon,896,33711,140061,14015,25.9,83,41,93,73,Oui,Non,Non
EDU000499,2025-05-27,2023-2024,Lycée Victor Hugo,Public,Bordeaux,STU21435,Marie,Dubois,Marie Dubois,14,4ème,Informatique,Manon Dupont,12.0,Bien (C),98.0,4,3,1,25,3830,76,Bon,Bon,2627,48244,107862,10618,19.6,95,82,71,87,Non,Oui,Oui
EDU000500,2024-01-14,2021-2022,Lycée Albert Einstein,Privé,Strasbourg,STU61211,Sophie,Mercier,Sophie Mercier,11,6ème,Mathématiques,Gabriel Lambert,15.5,Très bien (B),91.6,18,0,3,24,11470,55,Mauvais,Bon,1572,48518,134455,17672,19.6,73,51,84,85,Oui,Oui,Oui
EDU000501,2021-06-06,2026-2027,Lycée Voltaire,Privé,Nice,STU19514,Gabriel,Roux,Gabriel Roux,14,2nde,Langues,Arthur Girard,15.5,Très bien (B),96.0,11,7,3,33,2955,88,Mauvais,Excellent,2112,30862,17252,8311,23.4,81,65,88,88,Oui,Oui,Non
EDU000502,2025-03-24,2024-2025,Lycée Victor Schoelcher,Public,Liverpool,STU93275,Zoe,Francois,Zoe Francois,11,5ème,Physique,Gabriel Lambert,11.1,Moyen (D),85.8,0,13,1,37,3780,85,Bon,Excellent,2313,23178,113092,11202,19.3,95,61,79,84,Non,Non,Non
EDU000503,2022-03-17,2023-2024,Lycée Voltaire,Privé,Philadelphia,STU21925,Gabriel,Simon,Gabriel Simon,16,1ère,Informatique,Alice Bonnet,13.4,Bien (C),81.3,8,8,3,39,17826,54,Moyen,Moyen,1780,42094,60139,13420,29.4,76,61,93,76,Non,Non,Non
EDU000504,2022-03-25,2021-2022,Lycée Jean Moulin,Public,Manchester,STU48668,Maxime,Dupont,Maxime Dupont,13,5ème,Chimie,Camille Garcia,15.2,Très bien (B),80.1,14,5,1,29,9094,53,Moyen,Bon,2835,29575,74391,14832,19.7,78,76,89,84,Non,Oui,Non
EDU000505,2022-01-23,2022-2023,Lycée Victor Schoelcher,Public,Marseille,STU82179,Lea,Bonnet,Lea Bonnet,13,3ème,Français,Thomas Leroy,16.1,Excellent (A),81.4,15,14,5,38,10079,72,Mauvais,Bon,1888,8341,122120,18041,21.9,85,67,84,70,Oui,Oui,Oui
EDU000506,2021-04-12,2026-2027,Lycée Jean Jaurès,Privé,Los Angeles,STU19211,Lucas,Francois,Lucas Francois,12,4ème,Philosophie,Alice Bonnet,10.7,Moyen (D),94.6,13,6,1,38,2962,40,Excellent,Moyen,1935,23624,122670,9886,14.6,89,78,77,85,Non,Oui,Oui
EDU000507,2024-03-21,2024-2025,Lycée Victor Hugo,Public,San Diego,STU32523,Lena,Durand,Lena Durand,17,Terminale,Langues,Alice Bonnet,15.1,Très bien (B),77.3,19,8,4,23,4135,55,Mauvais,Bon,1791,35114,53422,7686,28.4,78,56,60,65,Non,Non,Non
EDU000508,2021-10-17,2021-2022,Lycée Alexandre Dumas,Public,Strasbourg,STU63547,Adam,Dubois,Adam Dubois,16,1ère,Sport,Pierre Petit,15.2,Très bien (B),90.4,12,0,5,28,7721,83,Mauvais,Mauvais,2946,27432,94431,2678,20.0,89,64,88,88,Oui,Non,Oui
EDU000509,2024-11-25,2024-2025,Lycée Montesquieu,Privé,Marseille,STU62953,Thomas,Lambert,Thomas Lambert,11,5ème,Informatique,Camille Garcia,12.1,Bien (C),81.2,9,7,4,39,16391,41,Bon,Excellent,2652,6433,111939,13310,17.2,70,71,87,78,Non,Oui,Non
EDU000510,2023-09-08,2021-2022,Lycée Simone de Beauvoir,Public,Los Angeles,STU44060,Hugo,Legrand,Hugo Legrand,13,3ème,Histoire-Géographie,Clara Moreau,16.5,Excellent (A),91.1,19,6,1,32,12946,43,Bon,Excellent,1450,11054,23124,10204,11.6,78,68,69,68,Oui,Non,Non
EDU000511,2024-02-29,2023-2024,Lycée Marie Curie,Public,Montpellier,STU18752,Thomas,Roux,Thomas Roux,11,5ème,Physique,Sophie Martin,14.0,Très bien (B),96.8,5,9,5,35,14869,50,Bon,Excellent,1600,44494,30197,4207,25.5,78,51,94,57,Non,Non,Oui
EDU000512,2023-06-04,2021-2022,Lycée Marie Curie,Public,San Diego,STU52661,Maxime,Martin,Maxime Martin,16,Terminale,Économie,Hugo Simon,12.2,Bien (C),87.6,1,12,2,25,2584,70,Bon,Bon,1790,44909,106256,11151,19.2,84,61,67,65,Oui,Oui,Oui
EDU000513,2023-11-21,2020-2021,Lycée Nelson Mandela,Privé,Nice,STU74219,Manon,Roux,Manon Roux,16,1ère,Philosophie,Alice Bonnet,16.0,Excellent (A),86.7,20,11,5,38,14277,88,Moyen,Mauvais,1483,37974,141000,6136,26.1,76,44,83,69,Oui,Non,Non
EDU000514,2020-12-07,2022-2023,Lycée Nelson Mandela,Privé,Lille,STU36044,Clara,Bertrand,Clara Bertrand,16,Terminale,Langues,Ines Lefevre,16.3,Excellent (A),86.2,18,4,3,32,9011,49,Excellent,Bon,2598,21575,137605,15082,19.3,84,73,73,79,Oui,Non,Oui
EDU000515,2021-10-20,2025-2026,Lycée Albert Einstein,Privé,Nice,STU16962,Antoine,Laurent,Antoine Laurent,13,4ème,Arts,Arthur Girard,17.3,Excellent (A),82.3,16,15,1,35,3220,62,Moyen,Bon,2071,38208,53501,2362,29.8,74,85,95,67,Oui,Oui,Oui
EDU000516,2020-12-08,2022-2023,Lycée Jean Moulin,Public,San Antonio,STU53783,Manon,Michel,Manon Michel,18,Terminale,Sport,Camille Garcia,13.8,Bien (C),76.3,16,3,4,35,15201,88,Excellent,Excellent,1428,29767,96547,16413,24.6,90,67,69,59,Oui,Oui,Non
EDU000517,2021-02-19,2021-2022,Lycée Simone de Beauvoir,Public,Chicago,STU11587,Lucas,Moreau,Lucas Moreau,11,5ème,Arts,Raphael Francois,11.2,Moyen (D),97.1,13,8,2,20,3170,50,Excellent,Moyen,2776,9331,67434,17345,28.3,75,83,91,57,Oui,Non,Non
EDU000518,2025-12-04,2022-2023,Lycée Victor Schoelcher,Public,Leeds,STU83212,Camille,Fournier,Camille Fournier,16,2nde,Informatique,Arthur Girard,14.6,Très bien (B),88.2,18,8,5,27,8412,92,Excellent,Mauvais,2779,22838,96023,18673,16.0,93,65,63,87,Non,Non,Oui
EDU000519,2023-02-14,2021-2022,Lycée Marie Curie,Public,San Diego,STU70862,Rose,Durand,Rose Durand,11,5ème,Biologie,Alice Bonnet,13.1,Bien (C),85.3,12,13,5,30,10800,45,Bon,Bon,2770,48442,27385,12287,28.5,71,67,85,77,Oui,Non,Non
EDU000520,2021-12-29,2022-2023,Lycée Victor Hugo,Public,New York,STU73769,Antoine,Durand,Antoine Durand,14,3ème,Physique,Thomas Leroy,12.4,Bien (C),82.2,19,5,3,25,11719,77,Mauvais,Excellent,1212,10380,31577,2278,13.0,83,71,65,59,Oui,Oui,Non
EDU000521,2023-12-08,2021-2022,Lycée Marie Curie,Public,Lyon,STU98963,Julia,Laurent,Julia Laurent,17,1ère,Informatique,Anna Roux,12.8,Bien (C),97.3,10,3,1,38,3698,42,Excellent,Bon,1496,30615,138544,5523,15.3,79,79,93,54,Non,Oui,Oui
EDU000522,2023-08-01,2026-2027,Lycée Alexandre Dumas,Public,Austin,STU77487,Thomas,Girard,Thomas Girard,11,6ème,Physique,Clara Moreau,14.4,Très bien (B),96.3,5,15,4,31,17674,59,Moyen,Mauvais,2512,20409,91087,12702,14.2,84,49,69,52,Oui,Oui,Oui
EDU000523,2022-01-30,2023-2024,Lycée Marie Curie,Public,Toulouse,STU19626,Sophie,Mercier,Sophie Mercier,13,4ème,Biologie,Antoine Michel,13.8,Bien (C),93.0,13,13,1,40,19091,86,Moyen,Bon,2738,48003,18869,13934,13.1,76,62,64,53,Oui,Non,Non
EDU000524,2025-11-12,2023-2024,Lycée Marie Curie,Public,Bristol,STU52412,Arthur,Michel,Arthur Michel,13,3ème,Musique,Antoine Michel,16.7,Excellent (A),91.5,18,5,1,25,9211,66,Excellent,Mauvais,2170,14710,21016,6598,14.8,89,71,77,62,Oui,Non,Oui
EDU000525,2024-07-06,2022-2023,Lycée Victor Hugo,Public,London,STU58892,Maxime,Morel,Maxime Morel,12,4ème,Français,Manon Dupont,15.7,Très bien (B),99.2,6,6,2,30,17547,57,Mauvais,Bon,2581,7583,129263,19928,15.8,94,69,62,68,Non,Oui,Non
EDU000526,2021-05-16,2026-2027,Lycée Victor Schoelcher,Public,London,STU64689,Gabriel,Bonnet,Gabriel Bonnet,15,3ème,Physique,Clara Moreau,17.6,Excellent (A),80.6,8,9,1,27,19991,56,Mauvais,Moyen,817,39782,70088,3328,14.4,96,68,75,75,Oui,Non,Oui
EDU000527,2023-09-26,2026-2027,Lycée Jean Jaurès,Privé,Liverpool,STU81636,Jules,Bonnet,Jules Bonnet,13,3ème,Philosophie,Lena Fournier,15.9,Très bien (B),91.0,9,1,4,38,7993,74,Moyen,Excellent,1761,30495,96137,7807,20.9,76,40,87,55,Non,Oui,Non
EDU000528,2023-07-25,2021-2022,Lycée Victor Hugo,Public,Toulouse,STU48314,Thomas,Andre,Thomas Andre,16,1ère,Arts,Julie Durand,17.1,Excellent (A),77.4,9,9,5,37,3247,44,Bon,Excellent,813,20699,27296,10849,29.3,73,68,81,57,Non,Oui,Non
EDU000529,2021-08-08,2022-2023,Lycée Jean Moulin,Public,Austin,STU22062,Hugo,Lambert,Hugo Lambert,12,4ème,Arts,Thomas Leroy,14.2,Très bien (B),75.5,19,2,1,25,5777,61,Bon,Bon,2760,46390,102112,2976,16.8,82,67,66,82,Non,Oui,Oui
EDU000530,2026-02-02,2025-2026,Lycée Albert Einstein,Privé,Austin,STU18768,Lena,Fournier,Lena Fournier,15,1ère,Musique,Anna Roux,19.0,Excellent (A),86.4,10,11,2,21,2192,68,Bon,Excellent,2255,6122,107658,13099,18.3,96,40,80,79,Oui,Oui,Oui
EDU000531,2021-12-22,2024-2025,Lycée Victor Schoelcher,Public,San Antonio,STU72053,Alice,Robert,Alice Robert,15,3ème,Philosophie,Lena Fournier,15.6,Très bien (B),78.0,1,10,2,29,18599,92,Mauvais,Moyen,959,11984,24395,11837,23.3,74,84,76,74,Oui,Non,Non
EDU000532,2024-09-30,2024-2025,Lycée Nelson Mandela,Privé,Marseille,STU50420,Marie,Bertrand,Marie Bertrand,16,1ère,Arts,Michel Dupont,8.5,Insuffisant (E),77.3,4,3,3,23,4118,56,Moyen,Moyen,1306,16968,65655,4583,14.6,78,59,95,84,Oui,Non,Non
EDU000533,2021-02-14,2023-2024,Lycée Jean Jaurès,Privé,Edinburgh,STU65072,Antoine,Legrand,Antoine Legrand,12,6ème,Informatique,Hugo Simon,15.4,Très bien (B),78.4,3,0,1,35,2393,70,Moyen,Mauvais,1237,22320,51630,10112,11.6,75,51,66,90,Oui,Non,Oui
EDU000534,2022-07-26,2021-2022,Lycée Montesquieu,Privé,Birmingham,STU99449,Felix,Bonnet,Felix Bonnet,14,2nde,Arts,Michel Dupont,16.2,Excellent (A),89.4,6,15,5,27,2945,67,Bon,Mauvais,1588,39588,86731,13280,12.7,88,66,78,67,Oui,Oui,Non
EDU000535,2026-04-01,2024-2025,Lycée Simone de Beauvoir,Public,London,STU63155,Emma,Thomas,Emma Thomas,14,2nde,Biologie,Hugo Simon,14.9,Très bien (B),89.4,20,3,2,24,2317,54,Bon,Excellent,1095,49831,113473,6356,29.3,78,47,60,63,Oui,Oui,Non
EDU000536,2025-09-06,2021-2022,Lycée Jean Jaurès,Privé,New York,STU94929,Sophie,Robert,Sophie Robert,16,Terminale,Musique,Camille Garcia,12.2,Bien (C),92.0,14,6,2,26,13753,62,Bon,Bon,2806,37041,81800,16334,11.0,70,77,89,60,Oui,Oui,Non
EDU000537,2025-04-21,2021-2022,Lycée Voltaire,Privé,Lille,STU47645,Jean,Martinez,Jean Martinez,12,5ème,Sciences,Julie Durand,12.3,Bien (C),75.3,16,2,5,34,12398,59,Bon,Mauvais,1622,23062,134999,14799,15.4,85,54,88,58,Oui,Oui,Non
EDU000538,2026-05-20,2024-2025,Lycée Nelson Mandela,Privé,Montpellier,STU28965,Zoe,Legrand,Zoe Legrand,11,6ème,Biologie,Camille Garcia,13.2,Bien (C),92.2,8,9,4,20,3063,76,Excellent,Bon,1958,21521,74040,19364,28.4,90,71,93,50,Oui,Oui,Non
EDU000539,2025-05-17,2024-2025,Lycée Montesquieu,Privé,Glasgow,STU10191,Alice,Simon,Alice Simon,13,3ème,Histoire-Géographie,Marie Richard,15.3,Très bien (B),93.0,13,8,3,38,7536,80,Mauvais,Moyen,1193,29898,133693,8431,27.8,80,42,81,72,Non,Oui,Non
EDU000540,2020-11-07,2023-2024,Lycée Alexandre Dumas,Public,Montpellier,STU23525,Anna,Dubois,Anna Dubois,14,2nde,Langues,Ines Lefevre,16.7,Excellent (A),80.1,13,2,1,37,15459,85,Bon,Bon,1678,19317,107223,5173,10.7,70,77,86,57,Non,Non,Oui
EDU000541,2021-12-31,2021-2022,Lycée Jean Jaurès,Privé,New York,STU42809,Marie,Lambert,Marie Lambert,18,Terminale,Philosophie,Lena Fournier,14.8,Très bien (B),76.1,8,5,1,35,8089,90,Mauvais,Moyen,1209,10813,142042,9514,28.5,78,50,87,72,Non,Non,Oui
EDU000542,2020-11-27,2020-2021,Lycée Victor Hugo,Public,Leeds,STU35237,Arthur,Leroy,Arthur Leroy,11,5ème,Langues,Lena Fournier,8.5,Insuffisant (E),79.5,6,6,2,29,16101,43,Mauvais,Bon,1350,7063,40900,8690,17.3,94,59,87,59,Oui,Oui,Non
EDU000543,2024-11-13,2021-2022,Lycée Nelson Mandela,Privé,Paris,STU32950,Lucas,Vincent,Lucas Vincent,16,1ère,Français,Jean Bernard,15.1,Très bien (B),78.8,3,13,2,25,9720,85,Moyen,Mauvais,1444,43946,149682,9064,29.1,83,51,88,67,Non,Non,Oui
EDU000544,2020-11-22,2026-2027,Lycée Montesquieu,Privé,Liverpool,STU48736,Julie,Michel,Julie Michel,15,3ème,Sport,Jean Bernard,16.7,Excellent (A),77.9,4,1,2,37,4708,75,Mauvais,Mauvais,1353,8462,145778,7891,20.8,77,48,75,53,Oui,Oui,Oui
EDU000545,2021-09-19,2024-2025,Lycée Thomas Edison,Public,San Antonio,STU53525,Camille,Leroy,Camille Leroy,14,2nde,Musique,Julie Durand,9.4,Insuffisant (E),95.9,4,7,1,36,5843,79,Mauvais,Excellent,2529,46540,31012,12546,19.2,91,57,81,51,Oui,Oui,Oui
EDU000546,2021-01-03,2020-2021,Lycée Jean Moulin,Public,Birmingham,STU31616,Marie,Simon,Marie Simon,18,Terminale,Économie,Arthur Girard,13.0,Bien (C),79.8,3,14,5,40,13174,43,Excellent,Bon,2247,25502,109364,5773,25.9,86,91,78,68,Non,Oui,Oui
EDU000547,2026-01-05,2021-2022,Lycée Voltaire,Privé,Bristol,STU78448,Antoine,Bertrand,Antoine Bertrand,16,Terminale,Histoire-Géographie,Julie Durand,15.8,Très bien (B),90.5,1,10,4,35,2323,72,Mauvais,Mauvais,907,7893,22806,2091,23.2,98,65,84,72,Non,Oui,Non
EDU000548,2022-05-08,2022-2023,Lycée Montesquieu,Privé,San Antonio,STU83793,Lea,Michel,Lea Michel,10,6ème,Arts,Pierre Petit,17.0,Excellent (A),99.8,11,1,3,29,6578,90,Mauvais,Excellent,961,45961,133147,3737,18.1,77,66,95,79,Non,Oui,Oui
EDU000549,2023-09-02,2020-2021,Lycée Marie Curie,Public,Marseille,STU26044,Maxime,Bernard,Maxime Bernard,17,Terminale,Sciences,Gabriel Lambert,9.4,Insuffisant (E),88.2,0,8,3,40,6814,75,Mauvais,Mauvais,1819,38794,60818,14389,24.4,76,83,64,75,Non,Oui,Oui
EDU000550,2025-02-25,2021-2022,Lycée Jean Moulin,Public,Marseille,STU48686,Raphael,Andre,Raphael Andre,15,1ère,Philosophie,Raphael Francois,14.8,Très bien (B),82.7,9,5,1,27,14755,88,Bon,Moyen,2964,33238,66065,5410,16.2,94,56,65,79,Oui,Non,Non
EDU000551,2024-08-23,2021-2022,Lycée Jean Moulin,Public,Chicago,STU48091,Lena,Laurent,Lena Laurent,16,Terminale,Histoire-Géographie,Nicolas Martinez,16.3,Excellent (A),84.2,17,5,3,26,1762,82,Excellent,Mauvais,2345,25167,117791,11168,27.3,86,86,93,82,Oui,Oui,Oui
EDU000552,2026-04-14,2024-2025,Lycée Thomas Edison,Public,Montpellier,STU46101,Ines,Richard,Ines Richard,14,4ème,Histoire-Géographie,Lucas Mercier,14.1,Très bien (B),92.4,10,1,3,40,2884,94,Moyen,Bon,1638,19164,64771,13634,13.9,86,56,80,57,Non,Oui,Oui
EDU000553,2025-10-07,2020-2021,Lycée Jean Jaurès,Privé,Marseille,STU26223,Ines,David,Ines David,14,2nde,Physique,Thomas Leroy,10.0,Moyen (D),92.0,15,6,2,32,11584,54,Excellent,Mauvais,942,10035,31984,18544,19.9,80,64,66,79,Non,Oui,Oui
EDU000554,2020-12-18,2026-2027,Lycée Marie Curie,Public,Strasbourg,STU86820,Maxime,Martin,Maxime Martin,11,6ème,Économie,Ines Lefevre,9.1,Insuffisant (E),78.2,19,0,2,32,11939,70,Mauvais,Moyen,1961,44064,41378,15615,28.3,98,79,73,75,Non,Non,Oui
EDU000555,2021-06-18,2022-2023,Lycée Victor Hugo,Public,Marseille,STU78938,Maxime,Thomas,Maxime Thomas,17,1ère,Sciences,Marie Richard,12.8,Bien (C),84.9,15,10,1,38,5564,88,Mauvais,Bon,1498,15333,66514,18575,13.0,77,68,77,71,Non,Non,Oui
EDU000556,2023-12-19,2020-2021,Lycée Jean Jaurès,Privé,Bordeaux,STU80268,Sophie,Roux,Sophie Roux,15,3ème,Mathématiques,Camille Garcia,14.6,Très bien (B),83.4,15,12,4,33,2519,73,Excellent,Excellent,1327,32952,14710,3381,28.9,97,43,93,63,Non,Non,Non
EDU000557,2020-12-21,2026-2027,Lycée Victor Schoelcher,Public,Marseille,STU99772,Lea,Robert,Lea Robert,13,3ème,Informatique,Lena Fournier,10.1,Moyen (D),98.8,6,8,3,31,2705,92,Mauvais,Bon,2586,42489,38514,17905,22.5,85,67,95,59,Oui,Non,Non
EDU000558,2023-05-20,2020-2021,Lycée Montesquieu,Privé,Lyon,STU82683,Antoine,Martinez,Antoine Martinez,12,6ème,Sport,Thomas Leroy,11.4,Moyen (D),80.9,17,4,4,21,7945,54,Moyen,Excellent,1018,11715,107140,16795,23.8,70,78,63,82,Non,Oui,Non
EDU000559,2020-11-04,2021-2022,Lycée Simone de Beauvoir,Public,Dallas,STU43455,Anna,David,Anna David,14,2nde,Arts,Zoe Legrand,16.2,Excellent (A),90.6,19,12,3,37,15948,45,Moyen,Bon,2992,28998,110689,10133,12.9,88,46,78,51,Non,Oui,Oui
EDU000560,2023-03-03,2021-2022,Lycée Albert Einstein,Privé,Toulouse,STU28519,Antoine,Dupont,Antoine Dupont,17,Terminale,Arts,Raphael Francois,15.4,Très bien (B),92.5,17,15,2,32,4857,69,Mauvais,Excellent,2610,16397,66598,12141,21.2,93,64,93,88,Oui,Non,Non
EDU000561,2022-03-22,2024-2025,Lycée Jean Moulin,Public,Montpellier,STU83551,Arthur,Martinez,Arthur Martinez,16,Terminale,Musique,Emma Laurent,18.5,Excellent (A),97.2,3,4,5,39,15226,61,Excellent,Bon,2463,43699,104036,19842,23.5,83,92,77,55,Non,Non,Non
EDU000562,2023-02-05,2020-2021,Lycée Nelson Mandela,Privé,London,STU73167,Emma,Vincent,Emma Vincent,17,Terminale,Français,Anna Roux,17.1,Excellent (A),94.2,16,10,5,30,4938,56,Bon,Moyen,2432,40485,49046,9884,21.8,94,69,92,67,Oui,Oui,Oui
EDU000563,2020-09-05,2021-2022,Lycée Alexandre Dumas,Public,Glasgow,STU77357,Emma,Andre,Emma Andre,15,3ème,Arts,Nicolas Martinez,9.2,Insuffisant (E),95.8,12,6,1,22,7335,92,Moyen,Excellent,996,9339,108354,19295,11.1,90,57,65,68,Oui,Non,Oui
EDU000564,2022-08-27,2026-2027,Lycée Alexandre Dumas,Public,Houston,STU78394,Adam,Girard,Adam Girard,13,5ème,Sport,Arthur Girard,12.1,Bien (C),78.6,11,7,3,28,1551,71,Mauvais,Mauvais,1953,30607,52549,3906,24.3,84,48,85,76,Oui,Oui,Non
EDU000565,2021-09-13,2026-2027,Lycée Victor Hugo,Public,San Diego,STU74499,Felix,Francois,Felix Francois,17,1ère,Musique,Manon Dupont,19.6,Excellent (A),89.1,19,2,3,20,14018,73,Moyen,Excellent,1599,18004,63127,16872,14.6,74,60,82,60,Oui,Non,Non
EDU000566,2021-07-22,2024-2025,Lycée Jean Jaurès,Privé,Phoenix,STU36858,Manon,Martin,Manon Martin,16,Terminale,Chimie,Marie Richard,8.0,Insuffisant (E),80.5,13,7,5,30,5337,69,Mauvais,Moyen,2340,12947,59908,9151,18.9,98,92,94,68,Non,Non,Oui
EDU000567,2024-04-16,2026-2027,Lycée Montesquieu,Privé,Nantes,STU61850,Lucas,Robert,Lucas Robert,14,4ème,Mathématiques,Marie Richard,12.1,Bien (C),76.3,14,6,3,23,14053,70,Excellent,Bon,2697,37745,144582,7580,28.3,72,40,70,90,Oui,Non,Oui
